"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Liu X.; Li Z.; Kong L.; Wang Y.; Gao Q.","Liu, Xinyu (60713318200); Li, Zheng (57202960985); Kong, Lin (60713318300); Wang, Yue (60713318400); Gao, Qianqian (60713503700)","60713318200; 57202960985; 60713318300; 60713318400; 60713503700","Has China's national big data comprehensive pilot zone reduced corporate carbon emissions? A quasi-natural experiment based on double machine learning","2026","Energy Economics","160","","109473","","","0","10.1016/j.eneco.2026.109473","https://www.scopus.com/pages/publications/105043011256?origin=resultslist","This research investigates how the National Big Data Comprehensive Pilot Zone (NBDCPZ) affects corporate carbon emissions in China, using a sample of A-share listed industrial companies from 2011 to 2022. Within a Double Machine Learning (DML) modeling framework, we find that the NBDCPZ policy significantly reduces corporate carbon emissions, and the finding holds after several robustness checks. Mechanism analysis indicates that the policy achieves this reduction by enhancing corporate innovation capability and promoting digital transformation. Further exploration of the mechanisms demonstrates that it reduces corporate carbon emissions through two key channels: (1) stimulating incremental innovation activities within firms and (2) promoting the adoption of cloud computing, big data, and artificial intelligence technologies. Media attention strengthens the policy's effect on carbon emissions, with negative media coverage playing a particularly critical role. Heterogeneity analysis reveals that the carbon reduction effect varies across firm characteristics, including life cycle stage, production factor dependency, and pollution level. These findings underscore the role of state-led digital institutional innovation in facilitating a synergistic coordinated transition and offer valuable insights for designing targeted, multi-stakeholder environmental policies. © 2026 Elsevier B.V. All rights are reserved, including those for text and data mining, AI training, and similar technologies.","Corporate carbon emissions; Corporate digital transformation; Corporate innovation capability; Double machine learning; Media attention; National big data comprehensive pilot zone","China; Big data; Carbon; Data reduction; Environmental protection; Learning systems; Life cycle; Machine learning; Metadata; Carbon emissions; Corporate carbon emission; Corporate digital transformation; Corporate innovation; Corporate innovation capability; Corporates; Digital transformation; Double machine learning; Innovation capability; Machine-learning; Media attention; National big data comprehensive pilot zone; carbon emission; environmental policy; machine learning; Data mining","Article","Final","","Scopus","2-s2.0-105043011256"
"Gan Y.; Xu J.; Xiong J.","Gan, YuXing (60375915100); Xu, JunXi (60376063900); Xiong, Jianling (60772962400)","60375915100; 60376063900; 60772962400","Entertainment for middle-aged and elderly individuals and inflammatory responses","2026","Health Policy and Technology","15","9","101297","","","0","10.1016/j.hlpt.2026.101297","https://www.scopus.com/pages/publications/105046387286?origin=resultslist","Objective: Against the backdrop of an ageing population and increasingly diverse lifestyles, this study aims to investigate the mechanisms linking recreational activities, inflammation levels and healthcare expenditure among middle-aged and older adults in China, thereby addressing gaps in existing research. Methods: Drawing on panel data from the China Health and Retirement Longitudinal Study (CHARLS), social security records and annual statistical yearbooks covering the period 2011–2020, a recreational activity index was constructed and inflammation levels were measured using the C-reactive protein-triglyceride-glucose index(CTI). Empirical analyses were conducted using unbiased double machine learning,principal component analysis and two-way fixed-effects models. Results: A significant positive causal relationship was found between the entertainment index and inflammation levels, with increased leisure activities elevating the risk of inflammation, This effect showed significant gender heterogeneity, with the positive effect of leisure activities on inflammation being stronger among men. Neither the urban-rural nor the educational attainment interaction terms were significant, and there were no statistically significant differences in the effects across groups. Rising inflammation levels exacerbate the risk of chronic diseases and increase pressure on healthcare expenditure. Conclusion: This study provides empirical evidence to optimise health management for middle-aged and older adults in China, regulate leisure behaviour and rationally allocate healthcare resources. © 2026 Fellowship of Postgraduate Medicine","Ageing; Entertainment activities; Inflammation","C reactive protein; triacylglycerol; adult; aged; Article; causality; China; chronic disease; digital transformation; disease exacerbation; educational status; geriatric patient; health care cost; health care management; health care policy; health insurance; health status; human; inflammation; leisure; lifestyle; longitudinal study; machine learning; middle aged; physical well-being; principal component analysis; psychological well-being; recreational therapy; research gap; resource allocation; retirement; social security; sociodemographics; triacylglycerol blood level; triglyceride-glucose index; urban rural difference","Article","Final","","Scopus","2-s2.0-105046387286"
"Luo Z.; Ma J.; Tang Y.","Luo, Zhongxiu (60779486900); Ma, Jiali (57218855429); Tang, Yuanxiu (58862253700)","60779486900; 57218855429; 58862253700","Rural Vitalization and Farmers’ Subjective Well-being in Guizhou Province: Evidence from Field Surveys; [贵州省乡村振兴对农户幸福感的影响研究——基于贵州农户实地调查]","2026","Journal of Resources and Ecology","17","4","","1170","1181","0","10.5814/j.issn.1674-764x.2026.04.017","https://www.scopus.com/pages/publications/105046759132?origin=resultslist","Rural revitalization as a core strategy for agricultural and rural modernization in the new era: Enhancing farmer well-being and advancing common prosperity. Based on survey data from 647 rural households in Guizhou Province, this study employs a double machine learning model and fuzzy-set qualitative comparative analysis to systematically examine the impact of rural revitalization on the subjective well-being of residents. The findings reveal that rural revitalization in Guizhou significantly improves the happiness of farmers. Among the five dimensions, ecological livability, effective governance, and prosperous living exert strong positive effects, whereas the direct impacts of cultural vibrancy and industrial prosperity are not statistically significant. Heterogeneity analysis shows that policy effects are more pronounced in demonstration villages than in non-demonstration villages, with stronger impacts among male respondents and those with higher levels of education. Configuration analysis identifies two distinct pathways: an all-factor-driven model that requires coordinated progress across all five dimensions, and a compensation-driven model in which shortcomings in industrial and cultural development are offset by ecological governance and livelihood security. Accordingly, this study recommends expanding successful demonstration models, refining gender-and education-sensitive policy strategies, and establishing an ecology-governance-livelihood coordination mechanism to enhance the effectiveness of rural revitalization. © 2026, Editorial office of Journal of Resources and Ecology. All rights reserved.","double machine learning; fuzzy-set qualitative comparative analysis; rural revitalization; subjective well-being","China; Guizhou; comparative study; economic development; field survey; fuzzy mathematics; governance approach; livelihood; machine learning; modernization; qualitative analysis; rural area; rural economy; rural planning; strategic approach","Article","Final","","Scopus","2-s2.0-105046759132"
"Yang Z.; Kwan M.-P.","Yang, Zhenchuan (57225049755); Kwan, Mei-Po (7005364475)","57225049755; 7005364475","The interplay between actual and perceived air pollution, physical activity, and stress across mobility-based geographic contexts: A double machine learning approach","2026","Social Science and Medicine","404","","119499","","","1","10.1016/j.socscimed.2026.119499","https://www.scopus.com/pages/publications/105042526848?origin=resultslist","The social ecological framework emphasizes the necessity of integrating individual characteristics, behavioral patterns, environmental factors, and health into a unified, holistic framework, positing that sustainable urban development cannot be achieved if any single facet is neglected. Yet, the interplay of actual and perceived air pollution, physical activity, and stress across mobility-based geographic contexts remains largely unexplored, which impedes precision urban planning. Previous studies have also been constrained by relying on retrospective questionnaires and static, residence-based measurements, often overlooking the uncertain geographic context problem (UGCoP), as well as high dimensionality and non-linearity in the data. To address these gaps, this study employed geographic ecological momentary assessment (GEMA) and developed a DAG-guided multi-relation double machine learning (DAG-MR-DML) framework. Our findings underscore the critical influence of the UGCoP and the necessity of context-based heterogeneity analysis. Specifically, we found that (1) the geographic context strongly moderated the relationships among these variables; (2) perceived air pollution significantly mediated the association between PM2.5 exposure and perceived stress overall and in the context of personal and mixed activities; and (3) physical activity may mitigate the adverse effects of air pollution on perceived stress overall and in work or study and leisure contexts. We emphasized the significance of geographic contexts and advocated for a “context-aware” smart urban air information and lifestyle system to mitigate perception errors and provide timely physical activity recommendations, thereby promoting the mental well-being of urban residents. © 2026 The Authors.","Air pollution; Double machine learning; Geographic contexts; Mobility; Perceptions; Physical activity; Stress","Adult; Air Pollution; Exercise; Female; Humans; Machine Learning; Male; Perception; Stress, Psychological; Subjective Stress; Surveys and Questionnaires; atmospheric pollution; machine learning; mobility; particulate matter; perception; physical activity; pollution exposure; stress; urban area; adult; air pollution; Article; environmental exposure; environmental factor; female; health disparity; human; learning; leisure; lifestyle; machine learning; male; physical activity; physiological stress; psychological well-being; questionnaire; retrospective study; social support; urban development; urban population; adverse event; exercise; mental stress; perception; psychology; subjective stress","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105042526848"
"Lin J.; Wang Y.","Lin, Jingjing (59949316000); Wang, Ying (59988091900)","59949316000; 59988091900","How Do Digitalization and Greening Promote the Synergy of Pollution and Carbon Emission Reductions? Evidence from the Dual-Policy Pilots of Key Air Pollution Control Zones and Broadband China","2026","Sustainability (Switzerland)","18","16","8595","","","0","10.3390/su18168595","https://www.scopus.com/pages/publications/105048717616?origin=resultslist","Coordinating air pollution control with carbon mitigation is a central challenge for urban sustainability. However, there is currently a lack of sufficient research on whether digital infrastructure can complement environmental regulations to enhance the synergy of pollution and carbon emission reduction (SPCER). Using the overlapping implementation of China’s Key Air Pollution Control Zones (KAPCZs) and Broadband China (BC) policies as an empirical policy setting, this study applies a partially linear Double Machine Learning framework to panel data for 282 Chinese cities from 2006 to 2023. The results show that the dual-policy pilots significantly improve urban SPCER, while a unified interaction test further provides statistical evidence of a positive synergistic effect between the two policies. Mediation analyses provide evidence consistent with Green Technological Innovation, industrial structure upgrading, and green finance development as potential transmission mechanisms. Formal cross-group tests reveal significant heterogeneity across regions and city characteristics, with larger effects in highly urbanized, low industrial development, non-old industrial base, central, and non-resource-based cities. Spatial Durbin Model estimates further indicate positive spillovers to neighboring cities. These findings demonstrate the potential value of coordinating environmental regulation with digital infrastructure and provide evidence for differentiated policy design and cross-regional collaboration in urban digital–green transitions. © 2026 by the authors.","broadband China; double machine learning; key air pollution control zones; spatial spillover effect; synergy of pollution and carbon emission reductions","China; atmospheric pollution; carbon emission; digitization; machine learning; pollution control; pollution policy; reduction; spillover effect; standard (regulation)","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105048717616"
"Ayad F.","Ayad, Fayssal (58134181000)","58134181000","Echoes of ubuntu: The dilemma of International Monetary Fund programs and African development","2026","Economic Systems","50","3","101387","","","0","10.1016/j.ecosys.2026.101387","https://www.scopus.com/pages/publications/105033243374?origin=resultslist","Do International Monetary Fund (IMF) programs foster or hinder economic development in Africa? This paper addresses this long-standing and contested question by estimating the causal impact of IMF program participation on real GDP per capita across African countries from 1990 to 2021. Departing from previous studies that often rely on strong parametric assumptions or limited controls, I leverage a double/debiased machine learning framework that accommodates high-dimensional confounding and flexible functional forms. By combining rigorous causal inference with rich historical and structural data, this study provides new evidence on the developmental consequences of international financial intervention, while accounting for impact heterogeneity. Using data on the Fund's three major instruments–the Extended Fund Facility, the Stand-By Agreement, and the Extended Credit Facility (ECF)–I find that program participation is associated with large and persistent declines in economic development. On average, IMF-supported programs reduce real GDP per capita by over 50%, with the ECF exhibiting the most severe impact. These findings are robust to alternative estimators, and hold across a range of sensitivity and falsification tests. Causal forest estimates further reveal significant heterogeneity in treatment effects, with severe impacts concentrated in fragile states with low human development. Importantly, the near-constant detrimental effects across decades highlight the persistent structural rigidities in the IMF program design. These results suggest that adverse development effects are likely to materialize through several mechanisms and call for a critical reassessment of the IMF program alignment with long-term development priorities in Africa. © 2026 Elsevier B.V.","Bayesian model aggregation; Causal forests; Causal machine learning; Development; Double/debiased machine learning; IMF programs","","Article","Final","","Scopus","2-s2.0-105033243374"
"Ran H.; Miao R.; Zhao J.; Zhang H.; Wang S.; Zhang J.; Wang P.; Wang L.; Yin J.","Ran, Haoxue (58135761700); Miao, Rui (55508226300); Zhao, Jin (57049887700); Zhang, Huihui (57192483925); Wang, Siyu (59506227100); Zhang, Jiayi (60350883600); Wang, Pei (57195771868); Wang, Lei (59871667000); Yin, Jianqi (60350610800)","58135761700; 55508226300; 57049887700; 57192483925; 59506227100; 60350883600; 57195771868; 59871667000; 60350610800","Quantitative decoupling of the key factors and mechanisms of Fenton-pretreated membrane fouling mitigation via machine learning-assisted causal inference","2026","Water Research","303","","126247","","","0","10.1016/j.watres.2026.126247","https://www.scopus.com/pages/publications/105041651447?origin=resultslist","Fenton pretreatment effectively mitigates organic membrane fouling via synergistic oxidation and coagulation. However, its key drivers and intrinsic mitigation mechanisms remain unknown. Here, a progressive data-driven framework integrating machine learning (ML), Shapley additive explanations (SHAP), and causal inference methods across three extensive datasets (>6,700 samples) was developed to quantitatively elucidate Fenton-induced fouling mitigation from macro- to microscopic levels. The developed ML models exhibited exceptional prediction performance across all datasets (R2adj = 0.804-0.976). The results of SHAP analysis revealed that Fenton pretreatment largely governed fouling mitigation (44.1%). Specifically, Fe2+ was 1.8 times more critical than H2O2 was, and both were significantly nonlinearly correlated with fouling mitigation. By capturing these nonlinear dose–response relationships, we identified the optimal trace Fenton dosage levels (Fe2+ = 0.1 mM; H2O2 = 0.075 mM) tailored for specific organic foulants (sodium alginate). Microscopically, causal inference revealed the underlying mitigation mechanisms: notably, oxidation-driven electrostatic repulsion (51.7%) contributed four times more than the coagulation-driven size exclusion effect did (12.8%). This enhanced electrostatic repulsion primarily weakened foulant–foulant intermolecular cohesion (57.6%), which far outweighed the reduction in foulant–membrane adhesion (29.6%). Ultimately, architectural restructuring of the fouling layer (72.7%) driven by these attenuated interfacial interactions effectively mitigated membrane fouling, decisively outweighing the contribution from the reduction in the deposited foulant mass (27.3%). In this study, we not only quantitatively decouple the mechanistic pathways underlying Fenton-mitigated membrane fouling but also provide a versatile and transferable data-driven paradigm for elucidating complex membrane fouling phenomena. © 2026 Elsevier Ltd","Causal decoupling; Fenton pretreatment; Interfacial interactions; Interpretable machine learning; Organic membrane fouling","Biofouling; Hydrogen Peroxide; Iron; Machine Learning; Membranes, Artificial; Oxidation-Reduction; Adhesion; Cell adhesion; Clustering algorithms; Coagulation; Data integration; Electrostatics; Learning systems; Machine learning; Membrane fouling; Membranes; Fenton's reagent; hydrogen peroxide; iron; Causal decoupling; Decouplings; Fenton pretreatment; Foulants; Interfacial interaction; Interpretable machine learning; Machine-learning; Organic membrane fouling; Organic membranes; Pre-treatments; artificial membrane; biofouling; chemistry; machine learning; oxidation reduction reaction; prevention and control; Sodium alginate","Article","Final","","Scopus","2-s2.0-105041651447"
"Zhang S.; Yin J.","Zhang, Sunli (60756086000); Yin, Jian (55544898800)","60756086000; 55544898800","Intelligent technology penetration and the green transition of urban energy systems: Evidence from Chinese cities using double/debiased machine learning","2026","Economic Analysis and Policy","93","","","304","325","0","10.1016/j.eap.2026.07.025","https://www.scopus.com/pages/publications/105045632454?origin=resultslist","Using panel data from 236 Chinese cities spanning 2010 to 2022, this study investigates the impact of intelligent technology penetration (ITP) on urban energy greenness. We construct a multidimensional index of urban energy greenness that integrates energy consumption structure, green total-factor energy efficiency, carbon emissions, and air pollution. To establish causality, we develop a Bartik-style ITP instrument based on industry-level robot exposure and predetermined city-level industrial employment shares. Furthermore, we employ a double/debiased machine learning (DML) framework to account for high-dimensional controls and nonlinear confounding. Our findings reveal that ITP significantly enhances urban energy greenness, a process primarily driven by technological innovation and industrial structure upgrading. Heterogeneity analyses indicate that this positive effect is more pronounced in cities characterized by higher administrative status, robust investment and human capital, manufacturing-centric economies, abundant energy endowments, and strong innovation capacities. Additionally, low-carbon city pilot policies not only directly improve energy greenness but also amplify the enabling role of ITP. Spatial econometric modeling further demonstrates that ITP generates positive local effects alongside significant spatial spillovers to neighboring cities. Ultimately, these results underscore that while intelligent technologies are pivotal for the green transition of urban energy systems, their efficacy is highly contingent upon local absorptive capacity, industrial foundations, policy environments, and regional coordination. © 2026 The Economic Society of Australia (Queensland) Inc.","Double/debiased machine learning; Energy green transition; Energy policy; Intelligent technology penetration","","Article","Final","","Scopus","2-s2.0-105045632454"
"Dipierro A.R.; Toma P.","Dipierro, Anna Rita (58110389100); Toma, Pierluigi (57192099071)","58110389100; 57192099071","From terroir to quality: Handling the run for efficiency across time and space for Italian agri-food firms","2026","Omega (United Kingdom)","145","","103663","","","0","10.1016/j.omega.2026.103663","https://www.scopus.com/pages/publications/105050240027?origin=resultslist","In the actual increasingly competitive market for agricultural firms, the ability to turn inputs into outputs named efficiency has to be pursued by exploiting quality. We conceive quality as a game changer within the per se complex agriculture-environment link. We aim at exploring the critical junctures between efficiency, quality and territorial riskiness, considering space-sensitive products, whose quality is certified as linked to the terroir. We employ an integrated methodological approach of efficiency analysis, causal inference and machine learning. A conditional nonparametric efficiency estimator is assisted by the causal evaluation of the certification effects on efficiency over time, through difference-in-differences technique and genetic matching. Also, a machine learning technique called feature selection is used to make out-of-sample prediction of the efficiency score. The approach is applied to 1133 Italian agri-food firms, measured over 24 internal and external characteristics from 2015 to 2020. Italy stands for a best-practice in the quality products market, despite increasing territorial vulnerability. We question and later find that the collaboration – which is needed to sell certified products of origin – is a vital expedient to run for efficiency over time and by less-caring of spatial threats. Results are relevant for researchers, and promote some win-win strategies for governors and producers in a long-term oriented vision of the sector. © 2026 The Authors","Conditional efficiency; Italian agricultural sector; Machine learning; Quality","Agri-food; Agribusiness; Agricultural machinery; Agriculture; Efficiency; Learning systems; Machine learning; Across time; Agricultural sector; Agriculture environments; Competitive markets; Conditional efficiency; Italian agricultural sector; Machine-learning; Methodological approach; Quality; Terroir; agriculture; article; best practice; certification; feature selection; human; Italy; machine learning; prediction; productivity; running; vulnerability; Image quality","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105050240027"
"Whetten A.B.; Diaz R.M.; Hochachka W.M.; Stillman A.; Davis C.L.; Auer T.; Strimas-Mackey M.; Ruiz-Gutierrez V.; Howell P.E.; Kershner E.; Fink D.","Whetten, Andrew B. (57209296568); Diaz, Renata M. (57205712412); Hochachka, Wesley M. (6603951361); Stillman, Andrew (57202806538); Davis, Courtney Lynn (57192832780); Auer, Tom (36522348600); Strimas-Mackey, Matt (57193133930); Ruiz-Gutierrez, Viviana (24740933000); Howell, Paige E. (56844780900); Kershner, Eric (60765776800); Fink, Daniel (7202981007)","57209296568; 57205712412; 6603951361; 57202806538; 57192832780; 36522348600; 57193133930; 24740933000; 56844780900; 60765776800; 7202981007","R-Learner Data Integration for Estimating Population Trends From Opportunistic and Structured Survey Data","2026","Environmetrics","37","6","e70116","","","0","10.1002/env.70116","https://www.scopus.com/pages/publications/105046110688?origin=resultslist","Accurately quantifying wildlife population change is essential for assessing ecosystem health and guiding conservation action. Model-based integration of structured and opportunistic survey data can expand the spatial scope and improve the precision of trend estimates but requires methods that reconcile differences in observation processes, sampling coverage, and data volume across surveys. We present the integrated R-learner trend model, a modular framework for estimating spatially explicit trends from multiple surveys. In Stage 1, the double machine learning (DML) trend model is applied separately to each survey, isolating ecological signals from intra- and interannual confounding. In Stage 2, survey-specific trends are combined using the R-learner framework, with weights based on sampling coverage probabilities estimated via a spatially explicit mixture-distribution sub-model. This two-stage design enables bias mitigation, reconciles differences in observation processes and coverage, handles high-dimensional feature sets, and balances influence across datasets of differing size and quality. Using simulations, we show that incorporating mixture-distribution weighting improves accuracy and statistical power relative to independent survey-specific models. We then apply our model to data from the North American Breeding Bird Survey and the eBird participatory science project, demonstrating how complementary coverage from structured and opportunistic surveys can be leveraged to produce high-resolution, spatially explicit bird population trends. © 2026 John Wiley & Sons Ltd.","causal forests; double machine learning; eBird; ecological statistics; North American Breeding Bird Survey; participatory science data; R-learner; trend estimation","bird; breeding; ecosystem health; machine learning; numerical model; participatory approach","Article","Final","","Scopus","2-s2.0-105046110688"
"Lou Y.; Liu Y.; Zhang D.; Fang B.","Lou, Yonghang (58634135400); Liu, Yue (57090423300); Zhang, Daojun (57198600275); Fang, Bo (60584691100)","58634135400; 57090423300; 57198600275; 60584691100","Unveiling mineralization-related geochemical anomalies with double causal forest model from correlation to causality","2026","Journal of Geochemical Exploration","287","","108071","","","0","10.1016/j.gexplo.2026.108071","https://www.scopus.com/pages/publications/105035843235?origin=resultslist","Geochemical anomaly identification can provide crucial mineralization information for mineral exploration. Currently, geochemical elements correlation analysis based on statistical and machine learning methods can quantify the relationships of geochemical elements associated with mineralization anomalies. However, most methods are unable to reconcile the observed correlation between geochemical elements with the underlying causality of elements on mineralization in their analysis. More importantly, this causal relationship is not merely qualitative, but rather a quantifiable property that can capture for accurate geochemical anomaly identification. Thus, this study proposed a Double Causal Forest (DCF) model to quantify the causal relationship between geochemical elements and deposits based on the causal inference learning strategy. The DCF model can use tree-based ensemble learners to jointly fit treatment, outcome, and confounding variables, enabling unbiased estimation of both the Average Treatment Effect (ATE) and Conditional Average Treatment Effect (CATE) for individual elements while mitigating the influence of confounding variables. Based on the Double Machine Learning (DML) framework, the DCF model has strong robustness and applicability when dealing with geochemical data that typically has high-dimensional characteristics. Taking the identification of geochemical anomalies associated with copper mineralization in the Zhongtiaoshan area, China, as a case study, the performance of DCF model in handling high-dimensional geochemical data and quantifying mineralization-related causal effects was validated. Based on statistical significance, ATE analysis, and geological constraint, 12 key geochemical elements (Al2O3, B, Cd, Co, Cu, Hg, Li, Mn, Pb, Si, Zn, and Zr) were selected from the 39-dimensional dataset. Spatial analysis of CATE values revealed pronounced heterogeneity and strong consistency between high-effect areas, known copper deposits, ore-controlling strata, and major tectonic belts. Furthermore, the comprehensive causal effect (K) values demonstrated that the key elements contain more mineralization information than the original geochemical dataset. In addition, this study was compared with the RF model, demonstrating the advantage of the DCF model in identifying geochemical anomalies when dealing with high-dimensional geochemical data. © 2026 Elsevier B.V.","Causal inference; Geochemical anomaly identification; Machine learning; Zhongtiaoshan copper deposits","","Article","Final","","Scopus","2-s2.0-105035843235"
"Yang Y.","Yang, Yixing (58029816000)","58029816000","After dark, until the weekend: How temporal misalignment shapes consumer responses to anthropomorphic AI","2027","Journal of Retailing and Consumer Services","94","","104984","","","0","10.1016/j.jretconser.2026.104984","https://www.scopus.com/pages/publications/105045330412?origin=resultslist","The study explores how streamer type (virtual streamers vs. human streamers) shapes live heat and consumer sentiment in live streaming, and explores the dual anthropomorphic mechanisms and the effect of temporal misalignment on virtual streamers. Using multimodal data, double machine learning (DML) provides suggestive causal evidence, deep learning-based image-voice analysis and Latent Dirichlet Allocation (LDA) topic model reveal quantitative and qualitative mechanisms. The results show that virtual streamers do worse than human streamers on live traffic and consumer emotions. Further quantitative and textual mechanisms reveal that lower anthropomorphism leads to lower heat (form) and consumer sentiment (behavioral). Additionally, the findings reveal a temporally contingent pattern in the effectiveness of virtual streamers: while their negative effect is attenuated at night due to perceived novelty, it is amplified on weekends due to unmet expectations. The research offers new insights into the value of human-AI collaboration in different virtual streamer realism and specific temporal contexts. © 2026 Elsevier Ltd","Deep learning; Human-AI collaboration; Multimodal data; Temporal; Virtual streamers","artificial intelligence; consumption behavior; machine learning; social media","Article","Final","","Scopus","2-s2.0-105045330412"
"Nguyen T.P.L.","Nguyen, Thi Phuong Lan (60330022400)","60330022400","From return on investment to return on health: the CARE framework for AI governance, accountability, and equitable transformation in healthcare systems","2026","International Journal of Data Science and Analytics","22","1","184","","","0","10.1007/s41060-026-01152-3","https://www.scopus.com/pages/publications/105040775960?origin=resultslist","Pharmaceutical marketing analytics effectiveness has traditionally been evaluated using financial return on investment (ROI), with limited integration of patient-centered health outcomes into optimization objectives. This study introduces the CARE framework—causal intelligence, accountability analytics, responsible engagement, and equity outcomes—as a structured analytical architecture for reframing marketing evaluation around return on health (ROH). Rather than considering health impact as a secondary consequence of revenue optimization, CARE integrates causal inference, transparency mechanisms, and fairness constraints directly within the optimization objective. The study employs a simulation-based validation design using synthetic datasets parameterized with publicly reported healthcare adherence, access, and affordability distributions. The analytical architecture integrates marketing mix modeling (MMM), multi-touch attribution (MTA), and incrementality testing within a governance-constrained causal estimation structure. In the simulated environment, patients were assigned to treatment and control groups to enable causal effect estimation. Double machine learning techniques were used to isolate the independent effect of marketing exposure while controlling demographic, socioeconomic, and clinical confounding factors. The optimization procedure also incorporated fairness constraints to prevent disproportionate allocation of resources across population subgroups. Simulation analyses examine how redefining the optimization objective from ROI to ROH changes resource allocation and targeting strategies. Within the modeled environment, health-oriented objective functions shift investment across patient segments and therapeutic areas relative to revenue-maximizing benchmarks, generating comparatively higher projected adherence, therapy initiation, and equity-adjusted outcome indicators. These results reflect model-based analytical demonstrations rather than findings from real-world deployment. The contribution of this study is conceptual and methodological. CARE formalizes a reproducible framework for integrating causal measurement, algorithmic accountability, and equity constraints into healthcare marketing analytics, providing a structured foundation for future for more accountable and health-focused decision making in data-driven marketing systems. © The Author(s), under exclusive licence to Springer Nature Switzerland AG 2026.","Accountability analytics; AI governance; AI-driven optimization; CARE framework; Health equity; Responsible AI; Return on health (ROH)","Artificial intelligence; Benchmarking; Commerce; Investments; Marketing; Optimization; Patient treatment; Population statistics; Profitability; Accountability analytic; AI governance; AI-driven optimization; CARE framework; Health equity; Optimisations; Re-turn-on; Responsible AI; Return on health; Returns on investment; Decision making","Article","Final","","Scopus","2-s2.0-105040775960"
"Liu J.; Zhai B.; Duan Q.; Xu Z.","Liu, Junjia (60103439500); Zhai, Baoxin (57221938444); Duan, Qiannan (56432226900); Xu, Zhuoyi (60103491600)","60103439500; 57221938444; 56432226900; 60103491600","Revealing the local heterogeneity of urban development's impact on PM2.5 pollution across Chinese cities: An interpretable spatially aware machine learning approach","2026","Atmospheric Pollution Research","17","8","103114","","","0","10.1016/j.apr.2026.103114","https://www.scopus.com/pages/publications/105043207959?origin=resultslist","Rapid urbanization and industrialization have caused severe PM2.5 pollution. Conventional analytical methods struggle to simultaneously capture the nonlinear interactions and spatial heterogeneity between urban development and air quality. Taking 345 Chinese cities during 2013-2023 as research objects, this study adopted multi-year panel data to reveal the nonlinear and spatially heterogeneous driving mechanisms of urban development on PM2.5 concentrations using advanced spatial analysis models. Among the five models (multi-scale GWR (MGWR), spatial weighted XGBoost (SXGB), geographically weighted XGBoost (GXGB), geographically weighted RF (GWRF) and GeoAwareNN), GXGB outperforms the others, especially in eliminating spatial residual bias. Combined with SHAP, ALE, panel threshold regression and double machine learning, this study established an interpretable hybrid framework to quantify nonlinear thresholds and multivariate interaction effects. Results reveal a structural shift in PM2.5 driving mechanisms: from an early pattern dominated by industrial structure to a dual-core system driven jointly by population and economic density. Critical nonlinear thresholds are confirmed: when population density exceeds 117.67 persons/km2 or built-up land proportion exceeds 0.021, their associations with PM2.5 concentrations reverse from negative to positive. Furthermore, a “Source-Sink-Regulation” spatial governance system is established, classifying sample cities into eight policy archetypes for targeted pollution control. This study deepens the understanding of spatiotemporal heterogeneous associations between PM2.5 pollution and urban development. It provides a transferable methodological paradigm for formulating precise, differentiated regional air pollution control strategies. © 2026 Turkish National Committee for Air Pollution Research and Control","Geographically weighted regression; Machine learning; PM<sub>2.5</sub>; SHAP; Spatial heterogeneity; Urban development","","Article","Final","","Scopus","2-s2.0-105043207959"
