"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Ridwan I.L.; Senathirajah A.R.B.S.; Al-Faryan M.A.S.","Ridwan, Ibrahim Lanre (57218914523); Senathirajah, Abdul Rahman Bin S. (57193886914); Al-Faryan, Mamdouh Abdulaziz Saleh (57219595796)","57218914523; 57193886914; 57219595796","Investigating the asymmetric effects of financial development on trade performance in Africa: Can digitalization, transport services, and regulatory quality drive the vision 2063?","2024","Journal of Economic Asymmetries","30","","e00390","","","13","10.1016/j.jeca.2024.e00390","https://www.scopus.com/pages/publications/85208983314?origin=resultslist","One of the key goals of the United Nations Sustainable Goals focuses on nations pursuing sustainable growth (SDG-2) and notable strands of studies have emphasized the fundamental roles financial development plays in its attainment. However, there is limited understanding regarding how financial development influences trade performance and competitive advantage. Consequently, this study aims to provide the first empirical evidence of the asymmetric effects of financial development on trade performance in Africa from 1996 to 2022. Additionally, the empirical model that controls for market size, transport services, and digitalization is evaluated through various methodologies, including Mean Group (MG), Pooled Mean Group (PMG), Dynamic Fixed Effects (DFE), and Quantile Regression (QR). The results indicate that while negative shocks adversely affect trade performance, positive shocks stemming from financial development enhance it. Moreover, trade performance is positively influenced by digitalization, market size, and trade openness, whereas it is negatively affected by transportation services. These findings carry important implications for policy-making. © 2024 Elsevier B.V.","Africa; Asymmetric analysis; Digitalization; Financial development; Panel regression; Trade performance","","Article","Final","","Scopus","2-s2.0-85208983314"
"Ganie A.U.H.; Ahmad M.","Ganie, Anam Ul Haq (58797650000); Ahmad, Masroor (57214109122)","58797650000; 57214109122","Reassessing the energy – finance – growth triangle in India: evidence from asymmetric and non-linear modelling","2025","Journal of Financial Economic Policy","","","","1","27","0","10.1108/JFEP-07-2025-0279","https://www.scopus.com/pages/publications/105027408348?origin=resultslist","Purpose – This study aims to examine the asymmetric and nonlinear relationships between energy consumption, financial development and economic growth in India, a developing economy characterised by structural and institutional complexities. It further investigates the Granger causal interlinkages among these key macroeconomic variables. Design/methodology/approach – Using annual time series data from 1980 to 2020, the study applies the nonlinear autoregressive distributed lag (NARDL) model to capture potential asymmetries in the short and long run. In addition, the Toda–Yamamoto Granger causality test is used to ensure robustness in identifying directional causality among the variables. Findings – The results confirm a long-run asymmetric cointegrating relationship among energy consumption, financial development, labour force, capital formation and economic growth. Negative shocks to energy consumption and financial development exhibit a more pronounced adverse effect on economic growth than positive shocks. Conversely, negative changes in labour force and capital formation have a stronger positive influence on growth than their positive counterparts, indicating possible structural or efficiency-based adjustments during downturns. Causality results support both the finance-led growth and conservation hypotheses. Research limitations/implications – The study is confined to India and based on aggregate national data, which may mask regional disparities or sector-specific dynamics. Originality/value – Despite growing interest in the energy–finance–growth nexus, limited empirical work has examined its asymmetric and nonlinear characteristics using advanced econometric techniques. Most studies continue to rely on linear models and single-indicator proxies for financial development, ignoring its complex and multidimensional nature. In the Indian context, there is a lack of studies that construct a comprehensive financial development index using principal component analysis and apply it within a nonlinear, asymmetric framework. Furthermore, the distinct effects of positive and negative shocks in energy use and financial development on economic growth remain largely unaddressed. This study bridges these critical gaps. © 2025 Emerald Publishing Limited","Economic growth; Energy consumption; Financial development; India; NARDL; Toda–Yamamoto causality","","Article","Article in press","","Scopus","2-s2.0-105027408348"
"Han J.; Hu L.; Chang T.; Wang S.","Han, Jiajie (60222510200); Hu, Liqin (55470176600); Chang, Tsangyao (59601483000); Wang, Si (57798135900)","60222510200; 55470176600; 59601483000; 57798135900","Can digital finance improve macroeconomic resilience: a dual perspective on data and technology","2025","Applied Economics","","","","","","0","10.1080/00036846.2025.2597026","https://www.scopus.com/pages/publications/105023664139?origin=resultslist","Given the multiple internal and external pressures faced in recent times, it is crucial to examine if digital finance can improve China’s macroeconomic resilience. This study investigates the impact of digital finance on macroeconomic resilience with fixed effects model and spatial Durbin model, adopting a dual perspective that considers both data and digital technology. Using provincial panel data from 2013 to 2022 in China, we find that digital finance, especially its data factor and digital technology components, positively impact China’s macroeconomic resilience by two mechanisms: financial inclusion and innovation. This impact is long-lasting, as well as exhibiting spatial spillover effects. We also find that this impact is pronounced for economic absorption and recovery of macroeconomic resilience. However, potential risks may weaken the impact. Further analyses suggest that the results are less robust with low credit quality, high technological dependency and insufficient regulation. Overall, the results suggest that focusing on the development of digital finance is key to macroeconomic resilience. © 2025 Informa UK Limited, trading as Taylor & Francis Group.","data factor; Digital finance; digital technology; macroeconomic resilience","","Article","Article in press","","Scopus","2-s2.0-105023664139"
"Chen L.; Liu E.X.; Liu Z.","Chen, Louisa (57195254389); Liu, Estelle Xue (56344411500); Liu, Zijun (56033691900)","57195254389; 56344411500; 56033691900","FX resilience around the world: Fighting volatile cross-border capital flows","2024","International Review of Financial Analysis","96","","103753","","","8","10.1016/j.irfa.2024.103753","https://www.scopus.com/pages/publications/85208659656?origin=resultslist","The volatility of cross-border capital flow (CF) has become higher in the last two decades. We use a sample of advanced and emerging market economies in the last two decades, with a focus on portfolio fund flows (equities and bonds). We find that the impact of portfolio CF volatility on exchange rate (FX) volatility is diminished in the short-term if specific economic fundamentals of the country are stronger, especially when these fundamentals pass certain threshold levels. The finding is controlled for different exchange rate regimes and the level of capital control. We further introduce an intuitive FX resilience measure that can be used to assess the stability of exchange rates in the context of heightened CF volatility. The decomposed FX resilience measure shows that the major contributing fundamentals to FX resilience are from the finance channel, including short-term interest rate, fiscal surplus, and financial development. © 2024 The Authors","Capital flow volatility; Exchange rate resilience measure; Exchange rate volatility; Moderating factors","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85208659656"
"Anton S.G.; Afloarei Nucu A.E.","Anton, Sorin Gabriel (57192408904); Afloarei Nucu, Anca Elena (59254692600)","57192408904; 59254692600","The impact of financial inclusion on renewable energy consumption: cross-country evidence","2026","Economic Change and Restructuring","59","4","92","","","0","10.1007/s10644-026-10031-7","https://www.scopus.com/pages/publications/105044508756?origin=resultslist","Financial inclusion (FI) and renewable energy consumption (REC) are important drivers of long-term economic resilience, and it is essential to understand the nexus between these dual objectives to align inclusive financial systems with global sustainability targets. The paper investigates the impact of FI on REC using a large sample of 81 countries. Based on triennial data from the Global Findex Database, we construct three FI indices and, employing a quantile regression (QR) approach, the role of these FI indices in promoting sustainable energy consumption is investigated, while controlling for selected macroeconomic determinants of REC. The empirical findings show a negative relationship between FI indices and REC, which could suggest that expanded financial services may facilitate greater reliance on conventional energy sources before the transition to renewable energy sources. This relationship should be interpreted with caution, as it may reflect transitional factors, rather than a direct causal effect. Moreover, we highlight that the impact of FI on REC is not uniform across all levels of REC, meaning that distributional heterogeneity of REC should be considered in the process of ensuring access to finance. Overall, the negative and statistically significant relationship observed in upper quantiles between FI and REC indicates that, while FI is crucial for economic growth, without targeted policies or incentives towards renewable energy, it might lead to a higher reliance on conventional energy sources, rather than a shift towards greener alternatives. The results are robust to alternative methodologies and subsample analysis and strive to offer insights for policymakers, investors, and stakeholders. © The Author(s) 2026.","Cross-country evidence; Digital financial inclusion; Quantile regression; Renewable energy consumption; Traditional financial inclusion","alternative energy; consumption behavior; energy use; financial market; regression analysis","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105044508756"
"Abaidoo R.; Agyapong E.K.","Abaidoo, Rexford (54789419800); Agyapong, Elvis Kwame (57225938572)","54789419800; 57225938572","Macroeconomic shocks, regulatory uncertainty, and the drive towards financial inclusiveness in emerging economies","2025","International Economics and Economic Policy","22","1","1","","","1","10.1007/s10368-024-00631-x","https://www.scopus.com/pages/publications/85205793586?origin=resultslist","This study evaluates the impact of macroeconomic shocks, financial market volatility, and regulatory and political risks on financial inclusion among developing economies. Data spanning the period from 2001 to 2020 were compiled from a sample of 39 Sub-Saharan Africa (SSA) economies for the analysis. Data analysis was performed using the panel-corrected standard error (PCSE) estimation technique by Beck and Katz (1995). The analysis suggests that macroeconomic risk, financial market volatility, and regulatory uncertainty constrain financial inclusion among reviewed economies. Further results suggest that effective governance or improved governance structures may not be enough to alleviate the adverse effects of macroeconomic risk, financial market volatility, and regulatory uncertainty on financial inclusion. The moderating impact of political instability on the nexus between macroeconomic risk and financial inclusion further highlights the inimical influence of both macroeconomic and political risks on financial inclusion. The various conclusions have significant implications for policymakers; they admonish the need for measures that ensure macroeconomic stability, promote financial market stability, and support unambiguous regulatory policies to foster financial inclusion. © The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2024.","C33; E3; E44; Effective governance; Financial inclusion; G2; Macroeconomic risk; Panel-corrected standard error model; Regulatory uncertainty","","Article","Final","","Scopus","2-s2.0-85205793586"
"Kusairi S.; Sanusi N.A.; Muktiyanto A.","Kusairi, Suhal (56725636000); Sanusi, Nur Azura (36523822900); Muktiyanto, Ali (57191993122)","56725636000; 36523822900; 57191993122","The tremendous household debt in Asia Pacific countries: is it determined by financial development?","2023","International Journal of Economic Policy in Emerging Economies","17","1","","1","15","1","10.1504/IJEPEE.2020.10032604","https://www.scopus.com/pages/publications/85147653446?origin=resultslist","Since the early twentieth century, the tremendous increase in household debt has motivated researchers to find the determinant factors of this phenomenon. The paper uses data from Asia Pacific countries and dynamic heterogeneous panel method analysis to determine factors of household debt. The results find that financial development and financial institution access have a long-run positive relationship, stable and convergent with household debt. This implies that as the financial system developed, as evidenced by easy access to financial institutions, it provided some attractive financial instruments and financial markets became liquid. As a result, household debt increased due to easier access to financing and credit options that matched people's needs. However, in the short run, financial development and financial institution access do not strongly affect household debt of countries overall. Also, the real interest rate and housing price have a positive impact, and stock capital accumulation and household consumption harm household debt in the long run. Therefore, supervision of the volatility of household debt and financial development are important for sustainable economic growth. Copyright © 2023 Inderscience Enterprises Ltd.","financial development; financial institutions; financial market access; household debt; housing price","","Article","Final","","Scopus","2-s2.0-85147653446"
"Shang M.; Ma Z.; Su Y.; Shaheen F.; Khan H.U.R.; Tahir L.M.; Sasmoko; Anser M.K.; Zaman K.","Shang, Meng (57194586394); Ma, Zhenzhong (8924293300); Su, Yanzhi (57967303900); Shaheen, Fiza (57455050600); Khan, Haroon ur Rashid (59222612600); Tahir, Lokman Mohd (55671056100); Sasmoko (56958616200); Anser, Muhammad Khalid (57201617089); Zaman, Khalid (36544506000)","57194586394; 8924293300; 57967303900; 57455050600; 59222612600; 55671056100; 56958616200; 57201617089; 36544506000","Understanding the importance of sustainable ecological innovation in reducing carbon emissions: investigating the green energy demand, financial development, natural resource management, industrialisation and urbanisation channels","2023","Economic Research-Ekonomska Istrazivanja ","36","2","2137823","","","54","10.1080/1331677X.2022.2137823","https://www.scopus.com/pages/publications/85141976482?origin=resultslist","Humanity is in more danger from escalating greenhouse gas (G.H.G.) emissions, making the world warmer. The study examined the relationship between China’s environmental technologies, ecological innovation, and carbon emissions using time-series data from 1975 to 2020. The N.A.R.D.L. approach is used to examine the cointegration of variables in the short and long run. In the short run, environmental technologies, industrialisation (I.N.D.), positive shocks to natural resource depletion (N.R.D.), negative shocks to renewable energy (R.E.) use, and technical advancements affect carbon emissions. On the other hand, positive shocks to environmental technologies and financial development (F.D.), negative shocks to N.R.D., R.E. consumption (E.C.), and technical innovation all have a long-term effect on carbon emissions. Granger causality was used to examine the causal link between variables. According to the findings, environmental technologies, F.D., technical innovation, N.R.D., and economic growth (E.G.) cause carbon emissions. The impulse response function revealed an inverse link between asymmetric environmental technology and carbon emissions. In contrast, F.D. and N.R.D. directly affect environmental degradation over time. The outcome of the variance decomposition revealed that negative shocks of F.D. would likely exert greater pressure on achieving sustainable environmental agenda. Investment in environmental technology, F.D., technological innovation and R.E. should be encouraged by the Chinese government to achieve sustainable prosperity. © 2022 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","carbon emissions; ecological innovation; environmental technology; industrialisation (I.N.D.); N.A.R.D.L. estimator; renewable energy (R.E.); urbanisation (U.R.B.)","China; alternative energy; carbon emission; demand-side management; emission control; environmental economics; environmental technology; financial system; industrialization; innovation; natural resource; sustainability; technological development; urbanization","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85141976482"
"Jalal M.M.","Jalal, Md Mostafa (60503530500)","60503530500","Energy Demand, Financial Access, and Urbanization as Determinants of the Load Capacity Factor: Fresh Evidence from the United States; [Yük Kapasite Faktörünün Belirleyicileri Olarak Enerji Talebi, Finansal Erişim ve Kentleşme: Amerika Birleşik Devletleri'nden Yeni Bulgular]","2025","International Journal of Business and Economic Studies","7","4","","272","285","8","10.54821/uiecd.1830333","https://www.scopus.com/pages/publications/105032800919?origin=resultslist","This study explores economic activity, energy consumption, financial availability, and urban growth in determining environmental sustainability in the United States using the Load Capacity Factor (LCF) in the Load Capacity Curve (LCC) hypothesis. The analysis uses annual data from 1996 to 2022 and starts with a set of unit root tests (ADF, PP, and DF-GLS) to check the stationarity of the variables. The ARDL bound-testing model demonstrates a long-term equilibrium in the chosen indicators. Long-term estimates show that economic growth and improved financial accessibility enhance the LCF, reflecting better ecological conditions. However, the short-term dynamics differ: increases in GDP, rising energy consumption, and rapid urbanization exert downward pressure on LCF, highlighting transitional environmental stress during periods of accelerated development. Overall, the results suggest that while sustained economic progress and enhanced financial inclusion support long-run ecological resilience, the United States continues to face short-run environmental challenges driven by fossil-fuel-intensive energy use and urban population growth. These insights underscore the importance of a combined approach to policies that would strike a balance between economic goals and environmental protection in the long run by using cleaner forms of energy, practicing greener finances, and ensuring sustainable urban development. © 2025, Mesut DOGAN. All rights reserved.","ARDL Approach; Energy Consumption; Financial Accessibility; Load Capacity Factor; Urbanization","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105032800919"
"Liu H.; Chau K.Y.; Duong N.T.; Hoang N.-K.","Liu, Hui (57191741954); Chau, Ka Yin (57192810298); Duong, Nam Tien (57224216811); Hoang, Nguyen-Khai (58810687500)","57191741954; 57192810298; 57224216811; 58810687500","Fintech, financial inclusion, mineral resources and environmental quality. An economic advancement perspective from China and Vietnam","2024","Resources Policy","89","","104636","","","31","10.1016/j.resourpol.2024.104636","https://www.scopus.com/pages/publications/85182259078?origin=resultslist","From a policy perspective, China and Vietnam have made efforts to achieve environmental sustainability. However, it is important to note that environmental issues mostly arise when certain economies heavily rely on fossil fuel to fulfil energy requirements. It is challenging to reduce such reliance because, periodically, these economies become major importers of fossil fuels. Resultantly, the carbon emission rates of China and Vietnam have been increasing over time. The untapped renewable reserves of these economies encourage academia to explore its exploitation in order to produce renewable electricity. The instant growth of fintech, rapid financial inclusion, volatility of mineral resources, and growing economic advancements in China and Vietnam have initiated various dangerous climate issues. Thus, this study investigates the relationship between fintech, financial inclusion, mineral resource rents, economic advancement, and environmental quality in China and Vietnam over the period 2013–2023. Using FEOLS, DOLS, and FMOLS models, it finds that fintech, economic advancement, and mineral resource rents deteriorate the environmental quality of the selected economies, while financial inclusion has a favourable impact on the quality of the climate. The outcomes are supported by the application of the MMQR model. All quantiles show that fintech, economic advancement, and mineral resource rents pollute the environment while financial inclusion enhances climate quality. It is further observed that the extent and magnitude of the relationship increase with the increase of quantile levels. The findings have interesting and useful policy implications. © 2024 Elsevier Ltd","Carbon emissions; Economic development; Environmental quality; Financial advancement; Financial inclusion; Fintech; Mineral resource rents","China; Viet Nam; Carbon; Climate models; Economics; Environmental protection; Finance; Fossil fuels; Mineral resources; Minerals; Public policy; Carbon emissions; Economic advancements; Economic development; Economic minerals; Environmental quality; Financial advancement; Financial inclusions; Mineral resource rent; Resource rents; Viet Nam; carbon emission; economic development; environmental quality; financial services; mineral resource; sustainability; Sustainable development","Article","Final","","Scopus","2-s2.0-85182259078"
"Liu Z.; Liu M.; Liu Y.","Liu, Zhen (55607727800); Liu, Menghan (60783526400); Liu, Yanpeng (60783064300)","55607727800; 60783526400; 60783064300","THE IMPACT OF DIGITAL FINANCIAL INCLUSION ON AGRICULTURAL SUPPLY CHAIN RESILIENCE: DOES DIGITAL ACCESS DIVIDE MATTER?","2026","Singapore Economic Review","","","","","","0","10.1142/S021759082650027X","https://www.scopus.com/pages/publications/105046910824?origin=resultslist","Amid growing global uncertainties, agricultural supply chain resilience (ASCR) is vital to national economic stability. Although supply chain resilience has been widely studied, the role of digital financial inclusion (DFI), particularly as moderated by the digital access divide, remains underexplored. To address this gap, this study leverages Chinese provincial data to investigate how DFI strengthens ASCR and the moderating role of the digital access divide. We find that DFI significantly enhances ASCR by improving supply chain integration and increasing credit accessibility. It also boosts all three resilience dimensions — emergency response, recovery and transformation — with the strongest impact on transformation. However, while DFI shows strong positive effects in the eastern region, its impact is limited in central–western regions. Critically, the digital access divide significantly diminishes the benefits of DFI. These findings highlight the urgency of bridging this divide to unlock the full potential of DFI. This study advances the theoretical understanding of DFI and supply chain resilience and offers practical insights for optimizing rural financial services, formulating differentiated regional policies and enhancing ASCR. © 2026 World Scientific Publishing Company.","ASCR; China; DFI; digital access divide","","Article","Article in press","","Scopus","2-s2.0-105046910824"
"Kipkogei S.; Han J.; Sieber S.; Amanya P.; Bett J.; Su L.","Kipkogei, Shadrack (59504704200); Han, Jiqin (16743609800); Sieber, Stefan (24778929900); Amanya, Price (59988459200); Bett, Jotham (60412268900); Su, Liye (60412496800)","59504704200; 16743609800; 24778929900; 59988459200; 60412268900; 60412496800","Strengthening agricultural resilience in Kenya’s ASALs: the effects of microcredit on climate-smart practices and sustainable tomato production","2026","Environment, Development and Sustainability","","","","","","0","10.1007/s10668-025-07300-2","https://www.scopus.com/pages/publications/105030835669?origin=resultslist","Climate-smart agriculture (CSA) is vital for boosting agricultural resilience in regions vulnerable to climate change. Nevertheless, its adoption among smallholder farmers remains limited due to financial barriers. This study investigates how access to microcredit influences CSA adoption and enhances tomato yields in Kenya’s Arid and Semi-Arid Lands, where climate variability and systemic poverty hinder productivity. Using household data from 470 smallholder tomato farmers, we applied a multivariate Probit model to identify factors affecting CSA adoption and an endogenous switching regression (ESR) to estimate yield effects. Findings show that age, education, social networks, and extension services significantly impact CSA uptake, while marital status, cooperative membership, and fertilizer use determine microcredit access. Importantly, 64% of households adopted at least two CSA practices, resulting in a maximum yield increase of 24.61%. These effects are driven by microcredit's dual role in removing financial barriers for initial CSA investments and supporting risk-sharing climate adaptation strategies. As climate shocks increase, the study suggests expanding community-based financial models such as Rotating Savings and Credit Associations (RuSACCOs) and Village Savings and Loan Associations (VSLAs), along with integrated tools such as peer-monitored credit systems and climate-indexed insurance. These mechanisms promote repayment discipline, reduce default risk, and provide buffers against shocks, thereby supporting sustainable CSA adoption. Policy efforts should focus on financial inclusion combined with climate-risk management tools to build resilient food systems and protect livelihoods in drought-prone areas. © The Author(s), under exclusive licence to Springer Nature B.V. 2026.","ASALs; Climate-smart adaptations; Endogenous switching regression (ESR); Kenya; Tomato yield","","Article","Article in press","","Scopus","2-s2.0-105030835669"
"Kilinc N.; Ali I.","Kilinc, Nurcan (60763251900); Ali, Imran (60094728500)","60763251900; 60094728500","De-Dollarization, Global Economic Integration, and Resilience in BRICS+ Economies","2026","Economies","14","7","277","","","0","10.3390/economies14070277","https://www.scopus.com/pages/publications/105045944066?origin=resultslist","The increasingly rapid process of de-dollarization in the context of growing geopolitical fragmentation has significantly altered the monetary dynamics of the global economy, thereby posing important questions about economic resilience and sustainable development in the emerging world. This research investigates de-dollarization-related macro-financial conditions and their association with economic resilience in the BRICS+ countries during the time span of 2000–2024, considering macroeconomic, financial, and environmental aspects. In the empirical analysis, economic resilience is operationalized through annual GDP growth, which is used as an indicator of the macroeconomic performance dimension of resilience. Due to the absence of a consistent direct de-dollarization index for all BRICS+ economies over 2000–2024, de-dollarization is captured through exchange-rate dynamics and related external monetary-financial indicators, including the official exchange rate, current account balance, total reserves, and trade openness. By employing annual panel data and the Cross-Sectionally Augmented Autoregressive Distributed Lag (CS-ARDL) method to address cross-sectional dependence and heterogeneity, the study identifies the structural changes linked to major global shocks and currency shifts. The results show that de-dollarization-related macro-financial conditions have differential long-run associations with resilience, depending on the macroeconomic stability and financial development of the countries. The findings indicate that exchange-rate dynamics and external financial conditions play an important role in shaping the macroeconomic resilience of BRICS+ economies. Environmental outcomes are found to be important determinants of long-run resilience, suggesting that sustainability-driven structural changes improve resilience during the process of global monetary shifts. The results indicate that resilience during global realignment goes beyond financial diversification and is linked to the sustainability frameworks. © 2026 by the authors.","BRICS+ economies; CS-ARDL; de-dollarization; economic resilience; sustainable development","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105045944066"
"Aliyu S.U.R.; Ibrahim A.-J.","Aliyu, Shehu Usman Rano (36932678600); Ibrahim, Abdul-Jalil (57218125556)","36932678600; 57218125556","ISLAMIC FINANCE FOR INFRASTRUCTURE DEVELOPMENT: Concepts and Evidence","2025","The Routledge Handbook of Infrastructure Finance","","","","315","337","0","10.4324/9781032712031-20","https://www.scopus.com/pages/publications/105018279116?origin=resultslist","Islamic finance embodies a principled approach to investment and financing that prioritizes risk sharing, ethical considerations, social welfare, and financial inclusion.This chapter analyses the nature of infrastructure financing within the Islamic financial framework, exploring the unique characteristics that distinguish it from conventional financing methods.It elucidates the various instruments utilized in structuring such financing, such as Musharakah(Joint Partnership) Mudharabah(Silent Partnership), Murabaha(Cost-Plus), Ijarah(Leasing), Istisna'a(Order to Manufacture), and combination of contracts such as Sukuk(Islamic Bond), and assesses their applicability and effectiveness in infrastructure project financing.This chapter explores the potential role of Islamic finance in infrastructure development.Through an examination of case studies, this chapter highlights practical examples of how Islamic finance has been employed in infrastructure financing across different regions and sectors.Furthermore, the chapter discusses the challenges faced in this field, including regulatory, legal, and market perception issues, while also discussing the prospects and potential for growth and innovation in Islamic infrastructure financing.Some policy recommendations are also provided to unlock the potential of Islamic finance in infrastructure development. © 2026 selection and editorial matter, Joshua Yindenaba Abor, John Macomber, Thankom Arun and Victor Murinde; individual chapters, the contributors.","","Contracts; A-order; Ethical considerations; Financial inclusions; Financing methods; Infrastructure development; Infrastructure project; Investment and financings; Islamic finances; Risk-sharing; Social welfare; Investments","Book chapter","Final","","Scopus","2-s2.0-105018279116"
"Mallick D.; Zhang Q.","Mallick, Debdulal (7004078484); Zhang, Quanda (57212456097)","7004078484; 57212456097","Household adaptation to economic transformation: the role of financial inclusion in enhancing welfare","2026","Review of Economics of the Household","","","","","","0","10.1007/s11150-026-09848-y","https://www.scopus.com/pages/publications/105037174188?origin=resultslist","As households navigate demographic and technological shifts, financial inclusion emerges as an important mechanism for enhancing household welfare. We explore this effect in China utilizing a unique household survey panel data. We employ heteroscedasticity-based identification developed by Klein and Vella (2009a; 2010) to estimate the causal effect of financial inclusion. We find that welfare effects of financial inclusion vary across urban and rural areas, and across income groups. Financial inclusion significantly increases overall consumption, but the impact is greater among urban than rural households. The effect is stronger in the case of food consumption. Financial inclusion also decreases consumption inequality, but only among urban households. The uneven effects of financial inclusion across levels of urbanization and commodity types have important policy implications for promoting financial inclusion not only in China but also in developing countries in general. © The Author(s) 2026.","Consumption; Financial inclusion; Inequality; Welfare","","Article","Article in press","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105037174188"
"Bari M.D.A.; Khan G.D.; Khuram M.A.; Islam M.J.; Yoshida Y.","Bari, MD Abdul (57422027600); Khan, Ghulam Dastgir (58205402500); Khuram, Mohammad Ajmal (57960652300); Islam, Md. Jahedul (58872118900); Yoshida, Yuichiro (35331125200)","57422027600; 58205402500; 57960652300; 58872118900; 35331125200","Financial inclusion and expenditure patterns: Insights from slum households in Bangladesh","2024","Cogent Economics and Finance","12","1","2312364","","","12","10.1080/23322039.2024.2312364","https://www.scopus.com/pages/publications/85184502931?origin=resultslist","Vulnerable households often tend to decrease their human capital expenditures, like education and training, to maintain food and non-food (clothing and housing) expenditures when any income shock occurs. Financial inclusion acts as a safeguard to maintain the stability of human capital investments in households because it provides an opportunity to save additional resources to invest for productive purposes. This study examines the impact of financial inclusion on the expenditure pattern of slum households in Bangladesh using propensity score matching. Four outcomes—food, non-food, educational, and health expenditure—are considered in this study. A heterogeneous analysis and inverse probability weighted regression adjustment estimation were conducted as robustness checks. Our results demonstrate that financial inclusion has only a significant positive impact on slum households’ educational expenditures, while financial inclusion has no impact on food, non-food, or health expenditures. © 2024 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Aye Goodness; Bangladesh; Benue; Development Policy; Development Studies Section: Development Economics; Economics; education; expenditure; Financial inclusion; Nigeria; slum; University of Agriculture","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85184502931"
"Yadav P.; Parmar B.; Yadav D.K.","Yadav, Priyanka (57191281637); Parmar, Bhavesh (60217532200); Yadav, Devendra Kumar (56675452000)","57191281637; 60217532200; 56675452000","A Study on Financial Inclusion, Financial Resilience in India Pre and Post COVID-19: A Multi-Dimensional Approach","2025","Financial Resilience and Environmental Sustainability: Global South Perspectives","","","","247","263","0","10.1007/978-981-96-4269-4_11","https://www.scopus.com/pages/publications/105023337527?origin=resultslist","Financial inclusion concerns are among the top socioeconomic issues on the agendas of governments, central banks, financial institutions, international organizations and politicians. Interest in these issues is rapidly expanding. To own a bank account does not guarantee use of financial services and it’s not the only measure of financial inclusion. There are several parameters that capture how inclusive a financial system is. A multi-dimensional financial inclusion index (FII) is suggested in this study to measure financial inclusion in India pre and post COVID-19 to check how resilient the Indian economy is. Eight financial inclusion parameters were used in the index's calculation. This research uses equal weights to compute the FII for the years 2019-20 and 2023-24. The results indicate that over the course of the study, there has been a 0.008 point increase in value for India on FII. India has a score of 0.111 and 0.119 for the financial years 2019-20 and 2023-24 respectively, which places it in the category of “low level of financial inclusion.” The findings show that even if a number of government initiatives have made significant progress, much more work must be done to get the economy to a level of full financial inclusion. © 2025 The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","Access to finance; Bankers; Collegial model; Economic growth; Financial inclusion; Multi-dimensional index; NABARD; Resilient financial system; TOPSIS","Decentralized finance; Economic analysis; Access to finance; Banker; Collegial model; Economic growths; Financial inclusions; Financial system; Multi dimensional; Multi-dimensional index; NABARD; Resilient financial system; TOPSIS; Finance","Book chapter","Final","","Scopus","2-s2.0-105023337527"
"Ozturk S.; Cetin M.; Demir H.","Ozturk, Salih (34975714400); Cetin, Murat (57217859668); Demir, Harun (57219221304)","34975714400; 57217859668; 57219221304","Income inequality and CO2 emissions: nonlinear evidence from Turkey","2022","Environment, Development and Sustainability","24","10","","11911","11928","80","10.1007/s10668-021-01922-y","https://www.scopus.com/pages/publications/85119065547?origin=resultslist","The income inequality-economy link has been argued by researchers a long time. But the impact of income inequality on environmental pollution is a new investigation topic for developing countries. Turkey is well known as an emerging economy which has a high level of income inequality and CO2 emissions. Therefore, this paper concentrates on the income inequality-CO2 emissions link in Turkish economy by applying a nonlinear analysis. This paper integrates economic growth and financial development to the CO2 emissions specification over the period of 1987–2019. We employ the nonlinear autoregressive distributed lag approach to explore the long-run nonlinear linkages between the series. Our findings reveal an asymmetric cointegration among variables. Positive and negative income inequality shocks positively affect CO2 emissions implying that positive and negative shocks of income inequality enhance CO2 emissions in the long run. Negative economic growth shocks decrease CO2 emissions, while positive shocks to financial development increase CO2 emissions in the long run. We provide important policy suggestions that might be useful to the policymakers to decrease CO2 emissions in Turkey. © 2021, The Author(s), under exclusive licence to Springer Nature B.V.","Asymmetries; CO<sub>2</sub> emissions; Income inequality; NARDL; Turkey","Turkey; asymmetry; carbon emission; developing world; economic conditions; economic growth; environmental economics; equity; spatiotemporal analysis","Article","Final","","Scopus","2-s2.0-85119065547"
